
Genesport Industries Tatamis Ltd,www.8003616173.yp.ca,,1-800-361-6173,150,Rue King,Mon,ontreal,martial+arts
Classical Martial Arts Centre Hasu Dojo,www.4165130475.yp.ca,,416-513-0475,52 St Clair Avenue East,Toronto,ON ,M4T 1M9,martial+arts
Warriors Martial Arts Academy,www.4165160754.yp.ca,,416-516-0754,1444 Dupont Street,Toronto,ON ,M6P 4H3,martial+arts
York South Chito-Ryu Karate Club,www.4165267553.yp.ca,,416-526-7553,80 Park Lane Circle,Richmond Hill,ON ,L4C 6S8,martial+arts
Aikido & Iaido Toronto Aikikai,www.torontoaikikai.com,,416-531-8273,58 Ritchie Avenue,Toronto,ON ,M6R 2J9,martial+arts
Black Belt World,www.taekwondo.ca,,416-533-1221,885 Bloor Street West,Toronto,ON ,M6G 1M4,martial+arts
World Class Martial Arts Academy Inc,www.4165368787.yp.ca,,416-536-8787,570 Bloor Street West,Toronto,ON ,M6G 1K1,martial+arts
TORONTO BJJ,www.4165374255.yp.ca,,416-537-4255,813 Bloor Street West,Toronto,ON ,M6G 1L8,martial+arts
Aikido Yoshinkai Canada,www.aikido.ca,,416-585-9602,399 Yonge Street,Toronto,ON ,M5B 1S9,martial+arts
Fang Shen Do,www.4165880545.yp.ca,,416-588-0545,458 Dupont Street,Toronto,ON ,M5R 1W6,martial+arts
East West Hapkido,www.4165950617.yp.ca,,416-595-0617,275 Augusta Avenue,Toronto,ON ,M5T 2M1,martial+arts
Hong Luck Kung Fu Club,www.4165968581.yp.ca,,416-596-8581,548 Dundas Street West,Toronto,ON ,M5T 1H3,martial+arts
Wu's Style Tai Chi Chuan Academy,www.4165978426.yp.ca,,416-597-8426,245 Carlaw Avenue,Toronto,ON ,M4M 2S1,martial+arts
Royal Taekwondo Federation Inc,www.4165993808.yp.ca,,416-599-3808,422 Dundas Street West,Toronto,ON ,M5T 1G7,martial+arts
Tiger & Dragon Arts,www.4166044140.yp.ca,,416-604-4140,898 St Clair Avenue West,York,ON ,M6C 1C5,martial+arts
Ocean Club,www.4166098699.yp.ca,,416-609-8699,220 Milner Avenue,Scarborough,ON ,M1S 4M8,martial+arts
Brampton Taekwondo,www.4166168044.yp.ca,,416-616-8044,922 Northpark,Toronto,ON,,martial+arts
International Shotokan Karate,www.4166220496.yp.ca,,416-622-0496,291 The West Mall,Etobicoke,ON ,M9C 4Z6,martial+arts
Sword Players,www.4166308116.yp.ca,,416-630-8116,5 Kodiak Crescent,North York,ON ,M3J 3E5,martial+arts
Fred Villari's Studios Of Self Defense,www.4166334131.yp.ca,,416-633-4131,626C Sheppard Avenue West,North York,ON ,M3H 2S1,martial+arts
Kapap Canada,www.4166505425.yp.ca,,416-650-5425,1111 Finch Avenue West,North York,ON ,M3J 2E5,martial+arts
Northern Karate School,www.northernkarate.com,,416-651-6000,756 St Clair Avenue West,Toronto,ON ,M6C 1B5,martial+arts
Yonge Choung Olympic Tae,www.4166520000.yp.ca,,416-652-0000,44 Vaughan Road,Toronto,ON ,M6G 2N4,martial+arts
Salvosa BJJ Ascension Inc,www.martialartstoronto.com,,416-677-2722,19-31 Progress Avenue,Scarborough,ON ,M1P 4S6,martial+arts
Classical Martial Arts Centre,www.4166902885.yp.ca,,416-690-2885,1971 Queen Street East,Toronto,ON ,M4L 1H9,martial+arts
Twin Dragon Kickboxing Kung-Fu & Thai,www.4166915600.yp.ca,,416-691-5600,3246 Danforth Avenue,Scarborough,ON ,M1L 1C2,martial+arts
Centerline Martial Arts Systems,www.4166934090.yp.ca,,416-693-4090,1245 Danforth Avenue,Toronto,ON ,M4J 5B5,martial+arts
Dragonz Martial Artz Center,www.4166938780.yp.ca,,416-693-8780,2069 Danforth Avenue,Toronto,ON ,M4C 1J8,martial+arts
Horizon Martial Arts,www.horizonkempo.com,,416-694-1533,2210 Queen Street East,Toronto,ON ,M4E 1E7,martial+arts
Toronto Shotokan Karate-Do,www.tsk2.com,,416-694-3656,2495 Queen Street East,Toronto,ON ,M4E 1H9,martial+arts
Japan Karate Association,www.4166948694.yp.ca,,416-694-8694,2225 Gerrard Street East,Toronto,ON ,M4E 2C8,martial+arts
Leechild Innovations Inc,www.4166983130.yp.ca,,416-698-3130,793 O'Connor Drive,East York,ON ,M4B 2S5,martial+arts
Karate Dojo The,www.4166986684.yp.ca,,416-698-6684,2452 Danforth Avenue,Toronto,ON ,M4C 1K9,martial+arts
DeSantos Martial Arts Studio,www.desantos.ca,,416-699-5078,210 Main Street,Toronto,ON ,M4E 2W1,martial+arts
Seneca Tae Kwon-Do & Martial Arts,www.4167124233.yp.ca,,416-712-4233,530 Hood Road,Markham,ON ,L3R 3K9,martial+arts
Crimson Tigers,www.crimsontigers.com,,416-724-9555,670 Coronation Drive,Scarborough,ON ,M1E 4V8,martial+arts
Pak Mei Sam Choi Kung Fu Association,www.4167289898.yp.ca,,416-728-9898,210 Silver Star Boulevard,Scarborough,ON ,M1V 5J9,martial+arts
Lanna Muay Thai Canada,www.lannamuaythai.ca,,416-740-2352,1-3625 Weston Road,North York,ON ,M9L 1V9,martial+arts
Nikoloviski Chris,www.4167472828.yp.ca,,416-747-2828,335 Rexdale Boulevard,Etobicoke,ON ,M9W 1R9,martial+arts
Mr Fitness,www.4167494202.yp.ca,,416-749-4202,20 Baywood Road,Etobicoke,ON ,M9V 4A8,martial+arts
Black Tiger Karate & Self Defense,www.4167496183.yp.ca,,416-749-6183,2450 Finch Avenue West,North York,ON ,M9M 2E9,martial+arts
United Martial Arts Club,www.4167553300.yp.ca,,416-755-3300,1680 Midland Avenue,Scarborough,ON ,M1P 3C6,martial+arts
Ky Young Tae Kwon Do,www.taekwondo.on.ca,,416-761-1522,3431 Dundas Street West,York,ON ,M6S 2S4,martial+arts
Pure Sweat Martial Arts,www.4167631165.yp.ca,,416-763-1165,289 St Johns Road,Toronto,ON ,M6S 2J9,martial+arts
High Park Martial Arts Academy,www.highparkmartialarts.ca,,416-769-9222,3094 Dundas Street West,Toronto,ON ,M6P 1Z8,martial+arts
Siam No 1 Muay Thai Club Inc,www.4167813775.yp.ca,,416-781-3775,75 Ingram Drive,North York,ON ,M6M 2L7,martial+arts
Summit Karate Schools Inc,www.4167833877.yp.ca,,416-783-3877,3090 Bathurst Street,North York,ON ,M6A 2A1,martial+arts
Karate College For Kids,www.4167873077.yp.ca,,416-787-3077,2788 Bathurst Street,North York,ON ,M6B 3A3,martial+arts
Goal Max Karate & Fitness,www.4168291272.yp.ca,,416-829-1272,918 Dundas Street East,Toronto,ON ,M4M 1R3,martial+arts
York Karate-Do,www.4168347400.yp.ca,,416-834-7400,42 Goodmark Place,Etobicoke,ON ,M9W 6S2,martial+arts
Canada Shaolin Kung Fu,www.4168400641.yp.ca,,416-840-0641,1181 Finch Avenue West,North York,ON ,M3J 2V8,martial+arts
Lotus Tae Kwon Do School,www.4168507602.yp.ca,,416-850-7602,442 McNicoll Avenue,North York,ON ,M2H 2E1,martial+arts
North Toronto Karate School,www.northtorontokarate.com,,416-875-9820,53 Burnaby Boulevard,Toronto,ON ,M5N 1G3,martial+arts
ITF - Tae Kwon-Do School,www.4169130549.yp.ca,,416-913-0549,2175 Victoria Park Avenue,Scarborough,ON ,M1R 1V6,martial+arts
Classical Martial Arts Centre,www.4169235061.yp.ca,,416-923-5061,79 St Clair Avenue East,Toronto,ON ,M4T 1M6,martial+arts
Krudar Thai Boxing,www.4169235633.yp.ca,,416-923-5633,468 Spadina Avenue,Toronto,ON ,M5T 2G8,martial+arts
Toronto Academy Of Karate,www.torontoacademy.com,,416-924-3123,50 Poplar Plains Crescent,Toronto,ON ,M4V 1E8,martial+arts
Warriors Martial Arts Supply,www.thewarriors.ca,,416-926-1222,647 Yonge Street,Toronto,ON ,M4Y 1Z9,martial+arts
Champion Martial Arts & Health Centre Inc,www.4169351258.yp.ca,championmartialarts@bellnet.ca,416-935-1258,1086 Yonge Street,Toronto,ON ,M4W 2L4,martial+arts
United Open Karate,www.4169616761.yp.ca,,416-961-6761,702A Spadina Avenue,Toronto,ON ,M5S 2J2,martial+arts
Jong Park Tae Kwon-Do,www.jongpark.com,,416-961-7100,511 Yonge Street,Toronto,ON ,M4Y 1Y3,martial+arts
Kageyama Martial Arts,www.4169635680.yp.ca,,416-963-5680,87 Wade Avenue,Toronto,ON ,M6H 1P5,martial+arts
Wu Xing Martial Arts,www.wuxingmartialarts.com,,416-972-9652,25 Saint Nicholas Street,Toronto,ON ,M4Y 1W5,martial+arts
Fortune & Strength,www.4169777988.yp.ca,,416-977-7988,271 Spadina Avenue,Toronto,ON ,M5T 2E3,martial+arts
Krudar Thai Boxing,www.4169957735.yp.ca,,416-995-7735,570 King Street West,Toronto,ON ,M5V 1M3,martial+arts
Jelfs Academy Karate Excellenc,www.5192071653.yp.ca,,519-207-1653,112 Curtis Street,St Thomas,ON ,N5P 4A5,martial+arts
Aikido Canada,www.5192536667.yp.ca,,519-253-6667,1089 Tecumseh Road East,Windsor,ON ,N8W 1B3,martial+arts
Taoist Tai Chi Society Of Canada WindsorBranch,www.5192559744.yp.ca,,519-255-9744,1367 Ouellette Avenue,Windsor,ON ,N8X 1J6,martial+arts
Tigron Martial Arts Supplies & Sporting Goods,www.5192561717.yp.ca,,519-256-1717,1801 Walker Road,Windsor,ON ,N8W 3P3,martial+arts
Windsor Tae-Kwon Do,www.5192583226.yp.ca,,519-258-3226,1434 Campbell Avenue,Windsor,ON ,N9B 2K2,martial+arts
Stratford Martial Arts,www.5192720408.yp.ca,,519-272-0408,5-285 Lorne Avenue East,Stratford,ON ,N5A 6S4,martial+arts
KICK Masters Karate & Kickboxing,www.5192734807.yp.ca,,519-273-4807,400 Huron Street,Stratford,ON ,N5A 5T5,martial+arts
Stonetown Karate Center,www.5192840614.yp.ca,,519-284-0614,217 Park,St Marys,ON,,martial+arts
St Clair Tae Kwon Do,www.5193368856.yp.ca,,519-336-8856,199 Queen Street,Sarnia,ON ,N7T 2R7,martial+arts
Shamuon Martial Arts,www.5193424440.yp.ca,,519-342-4440,550 Parkside Drive,Waterloo,ON ,N2L 5V4,martial+arts
Sun's Tae Kwon-Do,www.5193511186.yp.ca,,519-351-1186,32 Massey Lane,Chatham,ON ,N7M 5W6,martial+arts
Professional Self Defence,www.5193520033.yp.ca,,519-352-0033,53 St Clair Street,Chatham,ON ,N7L 3H8,martial+arts
Rocking Round House TKD,www.5193529000.yp.ca,,519-352-9000,90 Grand Avenue East,Chatham,ON ,N7L 1V9,martial+arts
Snow's Academy Of Martial Arts,www.5193529075.yp.ca,,519-352-9075,34 Byng Avenue,Chatham,ON ,N7M 3E2,martial+arts
Shidokan Canada Karate,www.5193627745.yp.ca,,519-362-7745,6920 Wellington Rd,Guelph,ON ,N1H 6J4,martial+arts
Golden Tiger School Of Kung Fu,www.5193640123.yp.ca,,519-364-0123,307 10th Street,Hanover,ON ,N4N 1P1,martial+arts
Bak's School Of Martial Arts,www.bakskarate.ca,,519-369-7675,258 10th Street,Hanover,ON ,N4N 1N9,martial+arts
Blue Crane Martial Arts,www.5193710991.yp.ca,,519-371-0991,748 2nd Avenue East,Owen Sound,ON ,N4K 2H1,martial+arts
Bluewater Olympic Training Centre,www.5193830570.yp.ca,,519-383-0570,142 Front Street North,Sarnia,ON ,N7T 5S3,martial+arts
Canadian Marshall Arts Acadamy,www.5193836639.yp.ca,,519-383-6639,109 Durand Street,Sarnia,ON ,N7T 5A1,martial+arts
Canadian Martial Arts Centre,www.cmacportelgin.com,,519-389-5545,515 Goderich Street Ss 4,Port Elgin,ON ,N0H 2C4,martial+arts
Kincardine Karate Club,www.5193965211.yp.ca,,519-396-5211,337 Lambton Street,Kincardine,ON ,N2Z 1Z1,martial+arts
Promar Karate Listowel,www.5194185425.yp.ca,,519-418-5425,190 Mitchell Avenue South,Listowel,ON ,N4W 2B3,martial+arts
Family Karate Centres,www.familykarate.on.ca,,519-432-5425,405 Wharncliffe Road South,London,ON ,N6J 2M3,martial+arts
Mr Kenpo Karate,www.5194350045.yp.ca,,519-435-0045,10 Centre,London,ON ,N6J 1T5,martial+arts
Brocktagon Mma The,www.5194360662.yp.ca,,519-436-0662,231 William Street South,Chatham,ON ,N7M 4T2,martial+arts
Modern Martial Arts Family Fitness Centre,www.5194385425.yp.ca,,519-438-5425,1444 Glenora Drive,London,ON ,N5X 1V2,martial+arts
T'Ai Chi Centre-Phoenix,www.5194398875.yp.ca,,519-439-8875,82 Ridout Street South,London,ON ,N6C 5H6,martial+arts
Premier Martial Arts,www.5194421551.yp.ca,,519-442-1551,74 Scott Avenue,Paris,ON ,N3L 3R1,martial+arts
Xtreme Health & Fitness Centre,www.5194423445.yp.ca,,519-442-3445,326 Grand River Street North,Paris,ON ,N3L 3R7,martial+arts
Round One,www.5194511269.yp.ca,,519-451-1269,1010 Dundas Street,London,ON ,N5W 3A3,martial+arts
Adrenalyn Training Centre,www.5194518880.yp.ca,,519-451-8880,1790 Dundas Street,London,ON ,N5W 3E5,martial+arts
Daypuck Sport Karate,www.5194572923.yp.ca,,519-457-2923,380 Saskatoon Street,London,ON ,N5W 4R3,martial+arts
Options In Focus Inc,www.5194713722.yp.ca,,519-471-3722,175 Wychwood Park,London,ON ,N6G 1S1,martial+arts
Family Karate Centres,www.familykarate.on.ca,,519-471-5425,1695 Wonderland Road North,London,ON ,N6G 4W3,martial+arts
Olympic Karate,www.olympickarate.on.ca,sensei@olympickarate.on.ca,519-473-5444,689 Oxford Street West,London,ON ,N6H 1V1,martial+arts
Northern Black Dragon Martial Arts,www.5194742358.yp.ca,,519-474-2358,1075 Sarnia Road,London,ON ,N6H 5J9,martial+arts
London Shido-Kan Karate Dojo,www.5194957039.yp.ca,,519-495-7039,10 Centre Street,London,ON ,N6J 1T5,martial+arts
Phoenix Performance Athletics,www.5195095425.yp.ca,,519-509-5425,240 Main S,Mount Forest,ON,,martial+arts
Tko Fighting Arts,www.5195140155.yp.ca,,519-514-0155,2-300 Mill Street,Kitchener,ON ,N2M 5G8,martial+arts
Friendly City Taekwon-Do,www.5195332397.yp.ca,,519-533-2397,220 Springbank Avenue,Woodstock,ON ,N4S 7R3,martial+arts
Kick'N FX With Steve Chaput,www.kicknfx.com,,519-537-2737,143 Winniett Street,Woodstock,ON ,N4S 5Z8,martial+arts
Play It Again Sports,www.5195421011.yp.ca,,519-542-1011,1380 London,Sarnia,ON ,N7S 1P8,martial+arts
Turtle Island Martial Arts Academy,www.5195424426.yp.ca,,519-542-4426,914 Murphy Road,Sarnia,ON ,N7S 5C4,martial+arts
Golden Triangle Aikido,www.goldentriangleaikido.ca,,519-569-7981,283 Duke Street West,Kitchener,ON ,N2H 3X7,martial+arts
Kaizen Judo Club,www.5195700999.yp.ca,,519-570-0999,549 Lancaster Street West,Kitchener,ON ,N2K 1M2,martial+arts
Kempo Karate & Kickboxing,www.5195742886.yp.ca,,519-574-2886,354 King Street North,Waterloo,ON ,N2J 2Z2,martial+arts
Double Dragon Shaolin Kung-Fu Studio,www.doubledragonkungfu.ca,,519-575-9155,2 1253 King E,Kitchener,ON,,martial+arts
Cold Mountain Internal Arts T'ai Chi,www.5195763206.yp.ca,,519-576-3206,481 Beechwood Drive,Waterloo,ON ,N2T 1H8,martial+arts
Olympic Taekwondo Martial Arts Academy,www.5195780177.yp.ca,,519-578-0177,110 Victoria Street South,Kitchener,ON ,N2G 2B3,martial+arts
Driftwood martial arts academy,www.driftwoodkarate.com,,519-579-5656,15-450 Westheights Drive,Kitchener,ON ,N2N 2B9,martial+arts
Hourahine's Martial Arts And Fitness Centre,www.martialartscentre.com,,519-620-2014,27 Water Street North,Galt,ON ,N1R 3B2,martial+arts
Martial Arts Academy,www.cambridgemartialarts.ca,,519-622-2751,58 Ainslie Street North,Cambridge,ON ,N1R 3J8,martial+arts
Cambridge Tae Kwon Do Academy,www.cambridgetkd.com,,519-624-8880,460 Thompson Drive,Galt,ON ,N1T 2K8,martial+arts
Vasquez Olympic Tae Kwon Do,www.5196249900.yp.ca,,519-624-9900,1111 Franklin,Galt,ON ,N1R 8B5,martial+arts
Elite Karate Club,www.5196334425.yp.ca,,519-633-4425,36 St Catharine Street,St Thomas,ON ,N5P 2V8,martial+arts
Freddy's Fitness Shoppe,www.5196421705.yp.ca,,519-642-1705,624 Huron Street,London,ON ,N5Y 4J8,martial+arts
Action Kenpo Karate,www.actionkenpo.ca,,519-649-6450,1540 Fanshawe Park W,London,ON ,N6H 5L8,martial+arts
Professional Self Defense (Cambridge) Inc,www.5196513316.yp.ca,,519-651-3316,54-2 Guelph Ave,Cambridge,ON ,N3C 1A3,martial+arts
Tri Star Taekwondo,www.5196522299.yp.ca,,519-652-2299,2320 Main,Lambeth,ON ,N6P 1A9,martial+arts
Bernardo Karate Academy,www.bernardokarate.com,,519-659-2504,1165 Oxford Street East,London,ON ,N5Y 3L7,martial+arts
Aikido Network/Reliance Jiu-jitsu Academy,www.5196600992.yp.ca,,519-660-0992,6-1615 North Routledge Park,London,ON ,N6H 5L6,martial+arts
Kick'n Sport Karate Martial Arts Club,www.5196626789.yp.ca,,519-662-6789,96 Huron Street,New Hamburg,ON ,N3A 1J3,martial+arts
Olympic Martial Arts,www.olympickarate.on.ca,,519-668-5733,725 Notre Dame Drive,London,ON ,N6J 3V5,martial+arts
Elmira Karate Dojo,www.5196693340.yp.ca,,519-669-3340,25 Industrial Dr,Elmira,ON ,N3B 3K3,martial+arts
Taoist Tai Chi Society Of Canada,www.5196750577.yp.ca,,519-675-0577,456 Southdale Road East,London,ON ,N6E 1A3,martial+arts
Marienbad Restaurant,www.marienbad.ca,,519-679-9940,122 Carling Street,London,ON ,N6A 1H6,martial+arts
Cobra Karate,www.5196818067.yp.ca,,519-681-8067,771 Southdale Road East,London,ON ,N6E 2C6,martial+arts
London Southwestern Martial Arts Supply,www.5196855703.yp.ca,,519-685-5703,847 Notre Dame Drive,London,ON ,N6J 3C3,martial+arts
Sun's Tae Kwon-Do,www.5196860442.yp.ca,,519-686-0442,132 Commissioners Road West,London,ON ,N6J 1X8,martial+arts
Way Of Life Martial Arts The,www.5196886880.yp.ca,,519-688-6880,102 Tillson Avenue,Tillsonburg,ON ,N4G 3A1,martial+arts
Bernardo Karate Academy,www.5196910999.yp.ca,,519-691-0999,1106 Dearness Drive,London,ON ,N6E 1N9,martial+arts
Dragon & Tiger Kemp Karate,www.5196946101.yp.ca,,519-694-6101,150 Dundas Street,London,ON ,N6A 1G1,martial+arts
King Street School Of Boxing,www.5196979411.yp.ca,,519-697-9411,809 Dundas Street,London,ON ,N5W 5P6,martial+arts
