
Dr Chen Chinese Health Centre,www.2047746208.yp.ca,,204-774-6208,8-794 Sargent Avenue,Winnipeg,MB ,R3E 0B7,acupuncture
Alverstone Walk-In Chiropractic Office,www.2047746485.yp.ca,,204-774-6485,831 Sargent Avenue,Winnipeg,MB ,R3E 0C1,acupuncture
Beverly Physiotherapy & Sports Injuries Clinic,www.2047748385.yp.ca,,204-774-8385,747 Ellice Avenue,Winnipeg,MB ,R3G 0B5,acupuncture
Salon Chez Paree,www.2047749100.yp.ca,,204-774-9100,894 Sargent Avenue,Winnipeg,MB ,R3E 0C7,acupuncture
AAHC-Ankang Acupuncture Healing Centre,www.2047752266.yp.ca,,204-775-2266,689 St Mary's Road,Winnipeg,MB ,R2M 3M8,acupuncture
Conyette P Dr,www.2048319058.yp.ca,,204-831-9058,101-374 River Avenue,Winnipeg,MB ,R3L 0E4,acupuncture
Kim's Oriental Clinic,www.2048323222.yp.ca,,204-832-3222,A-1811 Portage Avenue,Winnipeg,MB ,R3J 0G2,acupuncture
Assiniboine Physiotherapy At The Courts,www.2048852441.yp.ca,,204-885-2441,7-2727 Portage Avenue,Winnipeg,MB ,R3J 0R2,acupuncture
Sun Chiropractic Centre,www.2048854842.yp.ca,,204-885-4842,5-3421 Portage Avenue,Winnipeg,MB ,R3K 2C9,acupuncture
Barreto Eduardo Dr,www.2048963412.yp.ca,,204-896-3412,1-2725 Pembina Highway,Winnipeg,MB ,R3T 2H5,acupuncture
Corydon Physiotherapy Clinic,www.2049250380.yp.ca,,204-925-0380,3354 Roblin Boulevard,Winnipeg,MB ,R3R 0C5,acupuncture
Joyal Dr Martin-Acupuncture And Chinese Herbal Medicine,www.2049420950.yp.ca,,204-942-0950,114 St Mary's Road,Winnipeg,MB ,R2H 1H8,acupuncture
Fairview Health & Wellness Clinic,www.2049423128.yp.ca,,204-942-3128,1850 Main Street,Winnipeg,MB ,R2V 3J4,acupuncture
Nature Doctors Naturopathic Family Medicine Inc,www.2049436079.yp.ca,,204-943-6079,7-1200 Waverley Street,Winnipeg,MB ,R3T 0P4,acupuncture
Silvia's Laser Acupuncture and Herbs Clinic,www.2049436878.yp.ca,,204-943-6878,106-180 King Street,Winnipeg,MB ,R3B 3G8,acupuncture
Acupuncture Chinese Massage & Herbal Medicine Clinic by Sun,www.2049465970.yp.ca,,204-946-5970,204-309 Hargrave Street,Winnipeg,MB ,R3B 2J8,acupuncture
Acupuncture & Chinese Medical Centre,www.drshi.ca,,204-947-1179,305-225 Vaughan Street,Winnipeg,MB ,R3C 1T7,acupuncture
Ness Physiotherapy & Sports Injury Clinic,www.2049531655.yp.ca,,204-953-1655,2143 Portage Avenue,Winnipeg,MB ,R3J 0L4,acupuncture
River East Physiotherapy & Sports Fitness Clinic,www.2049829191.yp.ca,,204-982-9191,1215A Henderson Highway,Winnipeg,MB ,R2G 1L8,acupuncture
River East Physiotherapy & Sports Fitness Clinic,www.2049829195.yp.ca,,204-982-9195,1204 Rothesay Street,Winnipeg,MB ,R2G 1T7,acupuncture
Howdle McLean Physiotherapy,www.2049879222.yp.ca,,204-987-9222,534 Waterloo Street,Winnipeg,MB ,R3N 0T1,acupuncture
Concourse Chiropractic & Massage Therapy,www.2049892225.yp.ca,,204-989-2225,36-1 Lombard Place,Winnipeg,MB ,R3B 0X3,acupuncture
