
Renaissance Rehabilitation,www.2503746178.yp.ca,,250-374-6178,878 Columbia Street,Kamloops,BC ,V2C 2V6,fitness
Kamloops Shotokan Karate,www.2503749529.yp.ca,,250-374-9529,603 St Paul Street,Kamloops,BC ,V2C 2K1,fitness
Curves,www.2503762272.yp.ca,,250-376-2272,8-1103 12th Street,Kamloops,BC ,V2B 8A6,fitness
Acceleration-Kozoris Strength & Conditioning,www.2503770808.yp.ca,,250-377-0808,1201 Summit Drive,Kamloops,BC ,V2C 6C5,fitness
Red Tag Fitness,www.2503773177.yp.ca,,250-377-3177,749A Notre Dame Drive,Kamloops,BC ,V2C 5N8,fitness
Runners' Sole,www.2503774055.yp.ca,,250-377-4055,Suite 74-1395 Hillside Dr,Kamloops,BC ,V2E 2R7,fitness
Curves,www.2503777680.yp.ca,,250-377-7680,917 Laval Crescent,Kamloops,BC ,V2C 5P4,fitness
Nelly's Fitness Ltd,www.2503778576.yp.ca,,250-377-8576,1216 Battle Street,Kamloops,BC ,V2C 2N6,fitness
Planet Fitness 3,www.2503780307.yp.ca,,250-378-0307,1901 Quilchena General Delivery,Merritt,BC ,V1K 1B7,fitness
Curves,www.2503784066.yp.ca,,250-378-4066,2090 Granite Ave,Merritt,BC ,V1K 1A1,fitness
Curves View Royal/Esquimalt,www.2503801128.yp.ca,,250-380-1128,A1-100 Aldersmith Place,Victoria,BC ,V9A 7M8,fitness
Grand Pacific Athletic Club,www.2503804460.yp.ca,,250-380-4460,463 Belleville Street,Victoria,BC ,V8V 1X3,fitness
Gorge Fitness,www.2503806820.yp.ca,,250-380-6820,115-2940 Jutland Road,Victoria,BC ,V8T 5K6,fitness
Boot Camp Life Force Systems,www.2503806947.yp.ca,,250-380-6947,132 Gibraltar Bay Dr,View Royal,BC ,V9B 6M2,fitness
Crossfit Zone,www.2503809392.yp.ca,,250-380-9392,613 Herald Street,Victoria,BC ,V8W 1S8,fitness
Victoria Aikido Centre,www.2503812454.yp.ca,,250-381-2454,690 Sumas Street,Victoria,BC ,V8T 4S6,fitness
Stu's Mma & Fitness Apparel,www.2503819097.yp.ca,,250-381-9097,1736 Douglas Street,Victoria,BC ,V8W 2G7,fitness
Victoria Wellness Professionals,www.2503822355.yp.ca,,250-382-2355,211-1551 Cedar Hill Cross Road,Saanich,BC ,V8P 2P3,fitness
Medex Fitness Centre Ltd,www.2503825050.yp.ca,,250-382-5050,425 Simcoe Street,Victoria,BC ,V8V 4T3,fitness
Ashtanga Yoga Shala The,www.2503833849.yp.ca,,250-383-3849,K-1322 Broad Street,Victoria,BC ,V8W 2A9,fitness
Professional Self Defence,www.professionalselfdefence.com,proself@shaw.ca,250-384-0033,201-1420 Quadra Street,Victoria,BC ,V8W 2L1,fitness
Bala Fitness & Lifestyle Club Inc,www.2503852522.yp.ca,,250-385-2522,100-655 Tyee Road,Victoria,BC ,V9A 6X5,fitness
Odyssey Health & Fitness Centres,www.odysseyfitness.com,,250-386-2000,2841 Quesnel Street,Victoria,BC ,V8T 4K2,fitness
Cabana Tan,www.2503864826.yp.ca,,250-386-4826,5-1010 Yates Street,Victoria,BC ,V8V 3M6,fitness
Suits U Swimwear & Fitness,www.2503866922.yp.ca,,250-386-6922,101-4489 Viewmont Avenue,Victoria,BC ,V8Z 5K8,fitness
Iyengar Yoga Centre,www.victoriayogacentre.bc.c,,250-386-9642,202-919 Fort Street,Victoria,BC ,V8V 3K3,fitness
Bodhi Fitness Ltd,www.2503892634.yp.ca,,250-389-2634,1059 Fort Street,Victoria,BC ,V8V 3K5,fitness
Curves,www.2503901130.yp.ca,,250-390-1130,203-6330 Dover Road,Nanaimo,BC ,V9V 1S4,fitness
Aloyd Fitness Equipment,www.2503901200.yp.ca,,250-390-1200,101-6560 Island Highway North,Nanaimo,BC ,V9V 1K8,fitness
Mountainside Athletic Club,www.2503913758.yp.ca,,250-391-3758,1997 Country Club Way,Victoria,BC ,V9B 6R3,fitness
Goldstream Avenue Taekwondo Academy,www.2503916255.yp.ca,,250-391-6255,A-1096 Goldstream Avenue,Victoria,BC ,V9B 2Y5,fitness
"Westin Bear Mountain Golf Resort & Spa, Victoria",www.bearmountain.ca,info@bearmountain.ca,250-391-7160,1999 Country Club Way,Victoria,BC ,V9B 6R3,fitness
Curves Langford,www.2503919262.yp.ca,,250-391-9262,109-2355 Millstream Road,Victoria,BC ,V9B 3R5,fitness
Essence Pilates Fitness Studio,www.2503926004.yp.ca,,250-392-6004,101-41 Seventh Avenue North,Williams Lake,BC ,V2G 4T8,fitness
Broadway Fitness Centre,www.2503926611.yp.ca,,250-392-6611,101-312 Broadway Avenue North,Williams Lake,BC ,V2G 2Y7,fitness
Action Fitness,www.2503951012.yp.ca,,250-395-1012,808 Alpine Ave,100 Mile House,BC ,V0K 2E0,fitness
Pro Fitness 100 Mile House,www.2503953677.yp.ca,,250-395-3677,Suite 1-460 Birch S,100 Mile House,BC ,V0K 2E0,fitness
Curves,www.2503954114.yp.ca,,250-395-4114,869 Alder,100 Mile House,BC ,V0K 2E0,fitness
Cariboo Memorial Recreation Complex,www.2503987665.yp.ca,,250-398-7665,525 Proctor Street,Williams Lake,BC ,V2G 4J1,fitness
Curves,www.2503988191.yp.ca,,250-398-8191,100-369 Oliver Street,Williams Lake,BC ,V2G 1M4,fitness
Fit City,www.2503989191.yp.ca,,250-398-9191,181 Second Avenue South,Williams Lake,BC ,V2G 1H8,fitness
No Boundaries Health & Fitness,www.2504026419.yp.ca,,250-402-6419,1017 Canyon St,Creston,BC ,V0B 1G0,fitness
Curves,www.2504044203.yp.ca,,250-404-4203,13246 Victoria Rd N,Summerland,BC ,V0H 1Z0,fitness
Esquimalt Parks & Recreation,www.2504128500.yp.ca,,250-412-8500,527 Fraser Street,Victoria,BC ,V9A 6H6,fitness
Curves,www.2504172626.yp.ca,,250-417-2626,308A-535 Victoria Avenue North,Cranbrook,BC ,V1C 6S3,fitness
Gold's Gym,www.worldgymcranbrook.com,,250-417-4653,185-1500 Cranbrook Street North,Cranbrook,BC ,V1C 3S8,fitness
Evolution Health & Fitness,www.2504233344.yp.ca,,250-423-3344,1192 8th Ave,Fernie,BC ,V0B 1M0,fitness
Fernie Leisure Services,www.2504234466.yp.ca,,250-423-4466,250 Pine Avenue RR 2,Fernie,BC ,V0B 1M2,fitness
Park Place Lodge,www.2504236871.yp.ca,,250-423-6871,742 Highway 3 RR 5,Fernie,BC ,V0B 1M5,fitness
Curves,www.2504256412.yp.ca,,250-425-6412,112 Centennial Sq,Sparwood,BC ,V0B 2G0,fitness
Kootenay Country Inn,www.2504262296.yp.ca,,250-426-2296,1111 Cranbrook Street North,Cranbrook,BC ,V1C 3S4,fitness
Flaman Fitness,www.2504262691.yp.ca,,250-426-2691,100 Van Horne Street North,Cranbrook,BC ,V1C 3P3,fitness
Core Fitness,www.2504267161.yp.ca,,250-426-7161,209 16th Avenue North,Cranbrook,BC ,V1C 5S8,fitness
Tanglefoot Training Centre,www.2504279339.yp.ca,,250-427-9339,397 Archibald Street,Kimberley,BC ,V1A 1M8,fitness
Curves,www.2504284465.yp.ca,,250-428-4465,132 15th Ave N,Creston,BC ,V0B 1G0,fitness
Creston Fitness Centre,www.2504289499.yp.ca,,250-428-9499,1513 Canyon,Creston,BC ,V0B 1G0,fitness
Pure Fitness Training,www.2504346767.yp.ca,,250-434-6767,119-805 Notre Dame Drive,Kamloops,BC ,V2C 5N8,fitness
Flexus Body Systems Ltd,www.2504422242.yp.ca,,250-442-2242,1815 Central Avenue RR 2,Grand Forks,BC ,V0H 1H2,fitness
Curves,www.2504428946.yp.ca,,250-442-8946,7439 3rd St,Grand Forks,BC ,V0H 1H0,fitness
Beach Bungalow,www.2504479030.yp.ca,,250-447-9030,2115 Hunter Frontage,Christina Lake,BC ,V0H 1E0,fitness
Oranj Dance Fitness,www.2504485759.yp.ca,,250-448-5759,529 Lawrence Avenue,Kelowna,BC ,V1Y 6L8,fitness
TLC Fast Fitness Inc,www.2504529252.yp.ca,,250-452-9252,7-2483 Main Street,Westbank,BC ,V4T 2E8,fitness
Modot Fitness Wear,www.2504529688.yp.ca,,250-452-9688,107-3480 Carrington Road,Westbank,BC ,V4T 3C1,fitness
Flaman Fitness,www.2504529934.yp.ca,,250-452-9934,303-3550 Carrington Road,Westbank,BC ,V4T 2Z1,fitness
Body Firm Wellness Co The,www.2504549355.yp.ca,,250-454-9355,2041 Moonbeam Close,Kelowna,BC ,V1Z 3X9,fitness
Parkinson Recreation Centre,www.2504698800.yp.ca,,250-469-8800,1800 Parkinson Way,Kelowna,BC ,V1Y 4P9,fitness
Age Less Age Well Spa Clubs Inc,www.agelessagewell.com,agelessagewell@telus.net,250-472-0400,200-4500 West Saanich Road,Victoria,BC ,V8Z 3G2,fitness
Age Less-Age Well Spa Clubs Inc,www.agelessagewell.com,,250-472-7546,Suite 200-4500 West Saanich Rd,Saanich,BC ,V8Z 3G2,fitness
Clark's Tae Kwon Do Academy,www.2504740055.yp.ca,,250-474-0055,201-2800 Bryn Maur Road,Victoria,BC ,V9B 3T4,fitness
Tan Envy Tanning Studios Inc,www.2504741333.yp.ca,,250-474-1333,404-1913 Sooke Rd,Colwood,BC ,V9B 1W1,fitness
Blast Sports Training,www.2504743619.yp.ca,,250-474-3619,5601 Patricia Bay Hwy,Saanich,BC ,V8Y 1T3,fitness
Four Points By Sheraton Victoria Gateway,www.2504746063.yp.ca,,250-474-6063,829 McCallum Road,Victoria,BC ,V9B 6W6,fitness
Odyssey Health & Fitness Centres,www.2504746840.yp.ca,,250-474-6840,104A-1830 Island Highway,Victoria,BC ,V9B 1J2,fitness
Victoria Fitness Exchange Ltd,www.2504751140.yp.ca,,250-475-1140,205-3214 Douglas Street,Victoria,BC ,V8Z 3K6,fitness
Canada's Best Karate,www.canadasbestkarate.com,cbkdojo@telus.net,250-475-2234,3388 Douglas Street,Victoria,BC ,V8Z 3L3,fitness
Goodlife Fitness Centres Inc,www.2504753716.yp.ca,,250-475-3716,655 Tyee Road,Victoria,BC ,V9A 6X5,fitness
Fitness World Fitness Centres,www.fitnessworld.ca,,250-475-6002,3301 Douglas Street,Victoria,BC ,V8Z 3L2,fitness
Gordon Head Chiropractic,www.2504776680.yp.ca,,250-477-6680,218-1595 McKenzie Avenue,Victoria,BC ,V8N 1A4,fitness
Backfit Spinal Health & Fitness,www.2504778143.yp.ca,,250-477-8143,1095 McKenzie Avenue,Saanich,BC ,V8P 2L5,fitness
Planet Fitness,www.2504779299.yp.ca,,250-477-9299,401-3980 Shelbourne Street,Saanich,BC ,V8N 6J1,fitness
Aloyd Fitness Equipment Ltd,www.2504780225.yp.ca,,250-478-0225,880 Attree Avenue,Victoria,BC ,V9B 0A6,fitness
Westshore Dance Studios,www.westshore.bc.ca,,250-478-3067,201-797 Goldstream Avenue,Victoria,BC ,V9B 2X5,fitness
VI Fitness Centre Ltd,www.2504783334.yp.ca,,250-478-3334,947 Langford Parkway,Victoria,BC ,V9B 0A5,fitness
Kung Fu Academy,www.victoriakungfu.com,,250-478-5889,863 Station Avenue,Victoria,BC ,V9B 2S2,fitness
Falcon Gymnastics Ltd,www.falcongymnastics.com,,250-479-6424,208-721 Vanalman Avenue,Victoria,BC ,V8Z 3B6,fitness
Island Mma Training Center Ltd,www.2504798525.yp.ca,,250-479-8525,102-4480 West Saanich Road,Victoria,BC ,V8Z 3E9,fitness
Aloyd Fitness Equipment Ltd,www.2504800222.yp.ca,,250-480-0222,7-415 Dunedin Street,Victoria,BC ,V8T 5G8,fitness
Odyssey Fitness,www.2504803028.yp.ca,,250-480-3028,RR 16625A Sooke Rd,Sooke,BC ,V0S 1N0,fitness
Balance Pilates & Yoga,www.2504807050.yp.ca,,250-480-7050,112-733 Johnson Street,Victoria,BC ,V8W 3C7,fitness
City Centre Fitness,www.citycentrefitness.com,kirby@citycentrefitness.com,250-487-1481,301-399 Main Street,Penticton,BC ,V2A 5B7,fitness
Pro-Fitness Gym,www.2504891123.yp.ca,,250-489-1123,37 9th Avenue South,Cranbrook,BC ,V1C 2L9,fitness
Absolute Body Fusion,www.2504900433.yp.ca,,250-490-0433,106-197 Warren Avenue East,Penticton,BC ,V2A 8N8,fitness
Curves,www.2504904993.yp.ca,,250-490-4993,128-197 Warren Avenue East,Penticton,BC ,V2A 8N8,fitness
Kelowna Family YMCA-YWCA,www.2504919622.yp.ca,,250-491-9622,375 Hartman Road,Kelowna,BC ,V1X 2M9,fitness
Lakeside Fitness,www.2504937600.yp.ca,,250-493-7600,21 Lakeshore Drive West,Penticton,BC ,V2A 7M5,fitness
Summerland Physiotherapy & Sports Care,www.2504941828.yp.ca,,250-494-1828,10121 Main,Summerland,BC ,V0H 1Z0,fitness
Canadian Fitness Education Services Ltd,www.2504945355.yp.ca,,250-494-5355,13006 Bristow Road RR 1,Summerland,BC ,V0H 1Z1,fitness
Breathe Studio Ltd,www.2504952072.yp.ca,,250-495-2072,1- 8305 72 Ave,Osoyoos,BC ,V0H 1V0,fitness
Curves,www.2504952333.yp.ca,,250-495-2333,1-9150 Main Street RR 2,Osoyoos,BC ,V0H 1V2,fitness
Bonnie Doon Health Supplies,www.2504956313.yp.ca,,250-495-6313,8515A Main St,Osoyoos,BC ,V0H 1V0,fitness
Vengeance Lifestyles & Fitness,www.2504957237.yp.ca,,250-495-7237,8404 97th Street RR 5,Osoyoos,BC ,V0H 1V5,fitness
Curves,www.2505031129.yp.ca,,250-503-1129,1-2901 27 Street,Vernon,BC ,V1T 4W3,fitness
Fitness West,www.2505031577.yp.ca,,250-503-1577,2203 Highway 6,Vernon,BC ,V1T 9T8,fitness
Ladies World Health & Fitness,www.ladiesworld.ca,ladiesworld@shaw.ca,250-503-2363,4406 27 Street,Vernon,BC ,V1T 4Y4,fitness
North End Fitness,www.2505375217.yp.ca,,250-537-5217,102 McPhillips Avenue,Salt Spring Island,BC ,V8K 2T5,fitness
Taoist Tai Chi Society Of Canada,www.2505421822.yp.ca,,250-542-1822,3105 28 Street,Vernon,BC ,V1T 4Z7,fitness
Hassan's Taekwondo,www.2505423344.yp.ca,,250-542-3344,Bsmt-3704 32 Street,Vernon,BC ,V1T 5N6,fitness
Curves,www.2505441501.yp.ca,,250-544-1501,5A-7855 East Saanich Road,Saanichton,BC ,V8M 2B4,fitness
Best Western Vernon Lodge & Conference Centre,www.rpbhotels.com,vernonlodge@rpbhotels.com,250-545-3385,3914 32 Street,Vernon,BC ,V1T 5P1,fitness
Mogs & Ollie Enterprises Ltd,www.2505455347.yp.ca,,250-545-5347,220-2801 35 Avenue,Vernon,BC ,V1T 2S7,fitness
Vernon Recreation Complex,www.2505456035.yp.ca,,250-545-6035,3310 37 Avenue,Vernon,BC ,V1T 2Y5,fitness
Goodlife Fitness,www.2505457230.yp.ca,,250-545-7230,5001 Anderson Way,Vernon,BC ,V1T 9V1,fitness
Seasons Fitness,www.2505459145.yp.ca,,250-545-9145,7750 Okanagan Landing Road,Vernon,BC ,V1H 1Z4,fitness
Mindful Health & Fitness,www.2505459904.yp.ca,,250-545-9904,200-4412 27 Street,Vernon,BC ,V1T 4Y4,fitness
Curves,www.2505463230.yp.ca,,250-546-3230,1-2860 Smith Drive RR 1,Armstrong,BC ,V0E 1B1,fitness
Women In Motion,www.2505463504.yp.ca,,250-546-3504,Upr 3530 Okanagan,Armstrong,BC ,V0E 1B0,fitness
Fitness 2 Life,www.2505468632.yp.ca,,250-546-8632,2350 Pleasant Vly Blvd,Armstrong,BC ,V0E 1B0,fitness
Roster Sports Club Bar & Grill The,www.2505490444.yp.ca,,250-549-0444,2319 53 Avenue,Vernon,BC ,V1T 8K1,fitness
Kal Fitness,www.2505491240.yp.ca,,250-549-1240,Suite 15-100 Kalamalka Lk,Vernon,BC ,V1T 7M3,fitness
Dimensions Fitness Express Ltd,www.2505494897.yp.ca,,250-549-4897,3105 28 Avenue,Vernon,BC ,V1T 8Y4,fitness
Holiday Inn,www.2505507777.yp.ca,,250-550-7777,4716 34 Street,Vernon,BC ,V1T 5Y9,fitness
Heavy Metal Gym,www.2505543424.yp.ca,,250-554-3424,145 Briar Avenue,Kamloops,BC ,V2B 1C2,fitness
Bodyworks Fitness Centre,www.2505544121.yp.ca,,250-554-4121,24-1800 Tranquille Road,Kamloops,BC ,V2B 3L9,fitness
Predator Ridge Fitness Centre,www.2505583443.yp.ca,,250-558-3443,200 Predator Ridge Drive,Vernon,BC ,V1H 1V8,fitness
PG Fitness Open 24 Hours,www.2505610557.yp.ca,,250-561-0557,1533 2nd Avenue,Prince George,BC ,V2L 3B8,fitness
Horizon Tae Kwon Do Total Fitness,www.horizon-tkd.com,,250-561-2133,1116 6th Avenue,Prince George,BC ,V2L 3M6,fitness
Women Zone Fitness & Aerobics,www.womenzone.bc.ca,,250-562-6365,1790 Quinn Street South,Prince George,BC ,V2N 1X3,fitness
Shogun Japanese Steakhouse,www.coasthotels.com,,250-563-0121,770 Brunswick Street,Prince George,BC ,V2L 2C2,fitness
Hawaiian Tan & Fitness International,www.2505636060.yp.ca,,250-563-6060,2107 Ogilvie Street South,Prince George,BC ,V2N 1X2,fitness
Curves,www.2505641233.yp.ca,,250-564-1233,220-100 Tabor Boulevard South,Prince George,BC ,V2M 5T4,fitness
Freedom Taekwon-Do Schools,www.freedomtkd.ca,Mr.O@freedomtkd.ca,250-564-2565,101-3845 15th Avenue,Prince George,BC ,V2N 1A4,fitness
