
Spar Games,www.2047747727.yp.ca,,204-774-7727,151 Scurfield Boulevard,Winnipeg,MB ,R3Y 1L6,spa
Sparkle-On Enterprises Ltd,www.2047750097.yp.ca,,204-775-0097,1271 Dominion Street,Winnipeg,MB ,R3E 2P9,spa
Spanish Beginnings Teach & Tutor,www.2047751776.yp.ca,,204-775-1776,402-576 McDermot Avenue,Winnipeg,MB ,R3A 0C4,spa
Ivy (Aevi) Spa Salon Accessories,www.2047771190.yp.ca,,204-777-1190,Suite 1-1190 Taylor Ave,Winnipeg,MB ,R3M 3Z4,spa
Chic Nails & Spa,www.2047772442.yp.ca,,204-777-2442,75 Goulet Street,Winnipeg,MB ,R2H 0R5,spa
Gucci Poochi Spa,www.2047783513.yp.ca,,204-778-3513,27 Nelson Road,Thompson,MB ,R8N 0B3,spa
Insparation Day Spa 2007,www.2047783793.yp.ca,,204-778-3793,725 Thompson Drive,Thompson,MB ,R8N 0C7,spa
Santa Maria Pizza & Spaghetti House,www.2047787331.yp.ca,,204-778-7331,11 Station Road,Thompson,MB ,R8N 0N5,spa
Spacesaver Filing/Storage Systems,www.2047790111.yp.ca,,204-779-0111,1796 St Matthews Avenue,Winnipeg,MB ,R3H 0A5,spa
LCL Spas & Billiard,www.2047831112.yp.ca,,204-783-1112,1170 St James Street B,Winnipeg,MB ,R3H 0K7,spa
Spanihel J J,www.2047834010.yp.ca,,204-783-4010,655 Westminster Avenue,Winnipeg,MB ,R3C 0Z3,spa
Sparling Sales Ltd,www.2047835292.yp.ca,,204-783-5292,1393 Border Street,Winnipeg,MB ,R3H 0N1,spa
Principal Sparling School,www.2047836195.yp.ca,,204-783-6195,1150 Sherburn Street,Winnipeg,MB ,R3E 2N4,spa
Urban Oasis Mineral Spa,www.urbanoasismineralspa.com,,204-783-8131,1445 Portage Avenue,Winnipeg,MB ,R3G 3P4,spa
Crown Spas & Pools,www.crownspas.com,,204-783-8501,100 King Edward Street East,Winnipeg,MB ,R3H 0N8,spa
SpaWorks Hot Tubs,www.spaworkswinnipeg.ca,,204-783-8827,942 St James Street,Winnipeg,MB ,R3H 0K3,spa
Elkhorn Resort Spa & Conference Centre,www.2047840314.yp.ca,,204-784-0314,2181 Portage Avenue,Winnipeg,MB ,R3J 0L7,spa
Revitalize Soul Spa,www.2047858922.yp.ca,,204-785-8922,225 Clandeboye Avenue,Selkirk,MB ,R1A 0X2,spa
Total Look Hair Design & Day Spa,www.2047859262.yp.ca,,204-785-9262,183 Main Street,Selkirk,MB ,R1A 1R5,spa
McKenna Salon & Spa,www.2048221328.yp.ca,,204-822-1328,310 Stephen Street,Morden,MB ,R6M 1T5,spa
Shear Bliss Salon & Day Spa,www.2048228077.yp.ca,,204-822-8077,C-180 5th Street,Morden,MB ,R6M 1C9,spa
Forget Me Not Day Spa,www.2048317940.yp.ca,,204-831-7940,3073 Ness Avenue,Winnipeg,MB ,R2Y 2G3,spa
Spanish Institute,www.2048329893.yp.ca,,204-832-9893,301 Park Boulevard North,Winnipeg,MB ,R3P 0G8,spa
Spagnut Property Management Inc,www.2048371332.yp.ca,,204-837-1332,647 Hamilton Avenue,Winnipeg,MB ,R2Y 1Z3,spa
Sport/Span,www.2048378899.yp.ca,,204-837-8899,446 Brooklyn Street A,Winnipeg,MB ,R3J 1M7,spa
Total Wrapture Day Spa,www.2048379727.yp.ca,,204-837-9727,N-2255 Ness Avenue,Winnipeg,MB ,R3J 0Z8,spa
Tilson Place Salon & Spa,www.2048672533.yp.ca,,204-867-2533,71 2nd St Sw,Minnedosa,MB ,R0J 1E0,spa
Opus Day Spa,www.2048783851.yp.ca,,204-878-3851,Suite 106-1309 Dawson Rd,Lorette,MB ,R0A 0Y0,spa
Karras Spangelo Pat CFP,www.2048856333.yp.ca,,204-885-6333,159-99 Scurfield Boulevard,Winnipeg,MB ,R3Y 1Y1,spa
Just For Looks Hair Salon & Spa,www.2048859518.yp.ca,,204-885-9518,1925 Ness Avenue,Winnipeg,MB ,R3J 3W4,spa
Puressence Spa Salon,www.2048896634.yp.ca,,204-889-6634,1835 Portage Avenue,Winnipeg,MB ,R3J 0G7,spa
City Looks Salon & Spa,www.2048963177.yp.ca,,204-896-3177,3900 Grant Ave,Charleswood,MB ,R3R 3C2,spa
Spark Design,www.2048964542.yp.ca,,204-896-4542,15 Cheltenham Cove,Winnipeg,MB ,R3R 3H8,spa
Trans Pacific Sparbar Products,www.2049272430.yp.ca,,204-927-2430,1373 Yukon Avenue,Winnipeg,MB ,R3G 0A2,spa
Arctic Spas Manitoba,www.2049277727.yp.ca,,204-927-7727,McGillivray At Perimeter,Oak Bluff,MB ,R0G 1N0,spa
Hidden Jewel Day Spa,www.2049373440.yp.ca,,204-937-3440,141 2nd av NW,Roblin,MB ,R0L 1P0,spa
North West Wholesale Pools & Spas (Est 1959),www.2049420138.yp.ca,,204-942-0138,1215 Border Street,Winnipeg,MB ,R3H 0X9,spa
Forever Young Spa Studio,www.2049426370.yp.ca,,204-942-6370,75-333 St Mary Avenue,Winnipeg,MB ,R3C 4A5,spa
Green Spaces Environmental Consulting,www.2049426617.yp.ca,,204-942-6617,115-314 Broadway,Winnipeg,MB ,R3C 0S7,spa
Ten Spa,www.2049428251.yp.ca,,204-942-8251,222 Broadway,Winnipeg,MB ,R3C 0R3,spa
Barclay James Spa & Salon,www.2049433652.yp.ca,,204-943-3652,18-399 Graham Avenue,Winnipeg,MB ,R3C 0L3,spa
Body Shades The Works Salon & Spa,www.2049433811.yp.ca,,204-943-3811,100 Carlton Street,Winnipeg,MB ,R3C 1P2,spa
Berns & Black Salons & Spa,www.2049448454.yp.ca,,204-944-8454,468 Main Street,Winnipeg,MB ,R3B 1B6,spa
Environmental Space Planning,www.2049449292.yp.ca,,204-944-9292,500-136 Market Avenue,Winnipeg,MB ,R3B 0P4,spa
Space2Work.ca,www.2049465515.yp.ca,,204-946-5515,179 McDermot Avenue,Winnipeg,MB ,R3B 0S1,spa
Bill Sparling & Associates Ltd,www.2049499569.yp.ca,,204-949-9569,711-177 Lombard Ave,Winnipeg,MB ,R3B 0W5,spa
Strada Personal Spa,www.stradapersonalspa.com,,204-953-3620,445 Stradbrook Avenue,Winnipeg,MB ,R3L 0J7,spa
Winnipeg Aero Space Products,www.2049569277.yp.ca,,204-956-9277,1365 Dugald Road,Winnipeg,MB ,R2J 0H3,spa
Vault Salon & Spa,www.2049571100.yp.ca,,204-957-1100,100-52 Albert Street,Winnipeg,MB ,R3B 1E8,spa
Old Spaghetti Factory The,www.2049571391.yp.ca,,204-957-1391,Suite 110-25 Forks Market Rd,Winnipeg,MB ,R3E 3H3,spa
Spacetech Electronics II,www.2049575270.yp.ca,,204-957-5270,591 Notre Dame Avenue,Winnipeg,MB ,R3B 1S6,spa
Giselle's The Spa Specialist,www.2049850900.yp.ca,,204-985-0900,1851 Grant,Tuxedo,MB ,R3N 2A4,spa
SpaceCadet Design,www.2049898433.yp.ca,,204-989-8433,622-70 Arthur Street,Winnipeg,MB ,R3B 1G7,spa
